sgrna	X1	X2
TMEM183A_CCDS1432.1_ex1_1:202976927-202976950:+_5-2	1.992914e+00	4.015526e+00
NUP205_CCDS34759.1_ex11_7:135277829-135277852:-_5-4	6.686335e-01	4.723804e-01
KRTAP21-1_CCDS13606.1_ex0_21:32127573-32127596:-_3-2	2.102354e+00	4.465041e+00
POTEM_CCDS45076.1_ex9_14:20019842-20019865:+_2-2	1.000000e+00	1.032745e+00
ATP5F1_CCDS836.1_ex4_1:111999253-111999276:+_5-5	1.252196e+00	1.630726e+00
FDXR_CCDS11707.1_ex6_17:72861839-72861862:-_5-3	6.805760e-01	4.755178e-01
WBP1_CCDS1943.1_ex2_2:74687151-74687174:-_5-3	9.128354e-01	8.874457e-01
C17orf89_CCDS45809.1_ex1_17:79213368-79213391:-_5-2	9.272702e-01	8.780526e-01
EIF5B_CCDS42721.1_ex3_2:99977690-99977713:+_5-1	9.384403e-01	9.447182e-01
EIF5B_CCDS42721.1_ex5_2:99980720-99980743:+_5-3	5.835305e-01	4.006445e-01
FIP1L1_CCDS3491.1_ex9_4:54265937-54265960:-_5-5	7.381153e-01	5.764630e-01
CMTR1_CCDS4835.1_ex1_6:37411894-37411917:-_5-2	8.908709e-01	8.333262e-01
PGK1_CCDS14438.1_ex2_X:77369255-77369278:+_5-2	1.861923e-01	5.337623e-02
MED29_CCDS33021.1_ex1_19:39883093-39883116:+_5-3	5.306626e-02	4.486360e-02
GPR89B_CCDS930.1_ex6_1:147426562-147426585:+_5-4	3.924039e-01	1.703639e-01
MRPS34_CCDS10444.1_ex0_16:1822496-1822519:-_5-1	-1.540206e-01	4.794367e-02
SLC4A7_CCDS33721.1_ex13_3:27453127-27453150:-_5-1	1.412137e+00	2.026505e+00
CENPT_CCDS42182.1_ex6_16:67865137-67865160:+_5-2	1.450446e+00	2.144218e+00
URB1_CCDS46645.1_ex26_21:33733339-33733362:+_5-3	1.500364e+00	2.291437e+00
RBBP6_CCDS10621.1_ex1_16:24557509-24557532:-_7-3	3.852996e-01	2.066944e-01
H2AFX_CCDS8410.1_ex0_11:118966005-118966028:-_5-5	7.612173e-01	6.228456e-01
CTDNEP1_CCDS11093.1_ex3_17:7149646-7149669:-_5-1	1.141028e+00	1.330887e+00
TAF1A_CCDS1531.1_ex5_1:222743971-222743994:-_5-4	7.827261e-01	6.459233e-01
NOM1_CCDS34787.1_ex0_7:156742949-156742972:+_5-3	1.401438e+00	2.012386e+00
GTF2F1_CCDS12165.1_ex9_19:6389460-6389483:-_5-3	6.467078e-01	4.446062e-01
THOC1_CCDS45820.1_ex18_18:265319-265342:+_5-5	1.034606e+00	1.100520e+00
TXN_CCDS35103.1_ex3_9:113013658-113013681:+_7-7	2.962716e+00	8.833406e+00
LAMTOR2_CCDS1128.1_ex1_1:156025141-156025164:+_7-5	7.173936e-01	5.362744e-01
DCLRE1B_CCDS866.1_ex3_1:114453956-114453979:-_5-4	1.090679e+00	1.249324e+00
DCLRE1B_CCDS866.1_ex3_1:114454005-114454028:-_5-5	1.070521e+00	1.200080e+00
TPRKB_CCDS1927.1_ex3_2:73961577-73961600:-_5-5	1.622351e+00	2.668322e+00
MSTO1_CCDS1114.1_ex8_1:155582348-155582371:-_5-5	1.102575e+00	1.262050e+00
SCGB1C1_CCDS41581.1_ex1_11:193748-193771:+_5-1	5.758300e-01	3.751284e-01
SCGB1C1_CCDS41581.1_ex1_11:193784-193807:+_5-3	1.137174e+00	1.340762e+00
SCGB1C1_CCDS41581.1_ex1_11:193801-193824:-_5-4	9.803482e-01	1.005070e+00
HNRNPM_CCDS12203.1_ex9_19:8536271-8536294:+_5-4	6.982094e-01	5.477669e-01
RBM8A_CCDS916.1_ex3_1:145508536-145508559:+_5-3	3.557699e-01	1.893363e-01
MRPL27_CCDS11564.1_ex0_17:48445595-48445618:-_5-1	1.713865e+00	2.993504e+00
MRPL27_CCDS11564.1_ex2_17:48447818-48447841:-_5-4	3.336647e-01	1.713999e-01
UQCRC2_CCDS10601.1_ex2_16:21968858-21968881:-_5-2	1.657642e+00	2.792601e+00
DCTN6_CCDS6076.1_ex2_8:30032626-30032649:+_5-1	6.753019e-01	5.029551e-01
TOMM20_CCDS1603.1_ex2_1:235283150-235283173:+_5-2	4.139966e-01	2.369087e-01
TOMM20_CCDS1603.1_ex4_1:235291913-235291936:+_5-5	9.809825e-01	1.006290e+00
GGTLC1_CCDS13163.1_ex4_20:23967141-23967164:-_5-5	2.377880e+00	5.711102e+00
THAP1_CCDS6136.1_ex0_8:42693422-42693445:+_8-2	1.798036e+00	3.277102e+00
WRB_CCDS13664.1_ex3_21:40765095-40765118:-_5-5	1.311191e+00	1.760086e+00
ILF2_CCDS1050.1_ex6_1:153637710-153637733:-_5-1	6.356496e-01	4.515192e-01
SNRPC_CCDS34436.1_ex4_6:34738093-34738116:-_5-4	-1.815307e-01	4.871961e-02
SUPV3L1_CCDS7287.1_ex0_10:70940305-70940328:-_5-1	1.486111e+00	2.232457e+00
METAP1_CCDS47110.1_ex4_4:99960574-99960597:+_5-4	-1.714353e-03	7.395227e-02
C19orf52_CCDS12252.1_ex1_19:11039765-11039788:+_5-2	1.116808e+00	1.263896e+00
GAR1_CCDS34050.1_ex0_4:110737453-110737476:+_5-3	2.729362e-01	9.449871e-02
QRSL1_CCDS5057.1_ex6_6:107100362-107100385:-_5-5	1.493013e+00	2.275645e+00
HNRNPA1_CCDS41793.1_ex4_12:54676258-54676281:-_5-3	9.091123e-01	8.531087e-01
KIF14_CCDS30963.1_ex21_1:200572979-200573002:-_5-2	1.857820e+00	3.520323e+00
KIF14_CCDS30963.1_ex21_1:200573016-200573039:-_5-3	1.077369e+00	1.258650e+00
EGR2_CCDS44409.1_ex0_10:64573900-64573923:+_5-3	-1.038002e-01	2.771965e-02
MRPL35_CCDS1987.1_ex2_2:86434339-86434362:-_5-5	1.452507e+00	2.168993e+00
MRPL23_CCDS31336.1_ex2_11:1973355-1973378:+_5-2	1.122168e+00	1.284254e+00
MRPL49_CCDS8096.1_ex1_11:64892051-64892074:-_5-2	4.151916e-01	1.829390e-01
NDUFB3_CCDS2336.1_ex0_2:201943718-201943741:+_5-2	2.322458e+00	5.467435e+00
POLA1_CCDS14214.1_ex13_X:24745105-24745128:+_5-4	-9.319159e-01	8.883818e-01
PFAS_CCDS11136.1_ex2_17:8158378-8158401:+_5-1	8.249019e-01	6.974006e-01
SMS_CCDS14203.1_ex4_X:21995176-21995199:+_5-2	9.771110e-01	9.839449e-01
IARS2_CCDS1523.1_ex2_1:220273877-220273900:+_5-3	-9.772496e-01	9.726219e-01
SKA2_CCDS45748.1_ex2_17:57232349-57232372:-_9-9	-3.228719e-01	1.283578e-01
KCMF1_CCDS46350.1_ex2_2:85262176-85262199:-_5-1	8.166978e-01	7.156162e-01
PTPMT1_CCDS41643.1_ex0_11:47587275-47587298:-_5-2	1.131211e+00	1.297336e+00
ICT1_CCDS11711.1_ex0_17:73008945-73008968:+_5-1	1.404205e+00	1.999497e+00
YWHAE_CCDS11001.1_ex3_17:1265211-1265234:-_5-1	2.893937e+00	8.470797e+00
COX20_CCDS31080.1_ex1_1:245005299-245005322:+_5-2	4.214266e-01	2.297734e-01
COX20_CCDS31080.1_ex2_1:245005507-245005530:+_5-4	1.467056e+00	2.192188e+00
EIF3K_CCDS12517.1_ex5_19:39123264-39123287:+_5-5	1.124526e+00	1.291810e+00
CCND3_CCDS47425.1_ex1_6:41904390-41904413:-_15-6	1.152527e+00	1.342325e+00
MRPS24_CCDS5473.1_ex0_7:43906449-43906472:-_5-1	1.221482e+00	1.537651e+00
URM1_CCDS48035.1_ex2_9:131150090-131150113:-_8-3	1.941882e+00	3.816860e+00
ATP6V1F_CCDS56511.1_ex2_7:128505442-128505465:-_5-4	5.509592e-01	3.628574e-01
NMT1_CCDS11494.1_ex0_17:43138786-43138809:+_5-1	4.753990e-01	2.495274e-01
NMT1_CCDS11494.1_ex3_17:43171059-43171082:+_5-3	1.725572e+00	3.003896e+00
UPK3BL_CCDS47675.1_ex3_7:102280777-102280800:+_5-2	1.751973e+00	3.117811e+00
UPK3BL_CCDS47675.1_ex5_7:102283086-102283109:-_5-5	-3.040634e-01	1.234546e-01
USP7_CCDS32385.1_ex22_16:9009310-9009333:+_5-2	1.050965e+00	1.133523e+00
USP7_CCDS32385.1_ex28_16:9017170-9017193:+_5-4	6.621716e-01	4.670416e-01
USP7_CCDS32385.1_ex28_16:9017244-9017267:+_5-5	6.655517e-01	4.609779e-01
HIGD2A_CCDS4401.1_ex0_5:175815968-175815991:-_5-2	5.510805e-01	3.456704e-01
DBF4_CCDS5611.1_ex2_7:87514349-87514372:+_5-1	1.464811e+00	2.201004e+00
SLC38A2_CCDS8749.1_ex9_12:46760656-46760679:+_5-1	8.344418e-01	7.310132e-01
CDCA5_CCDS8091.1_ex3_11:64850972-64850995:+_5-3	1.013271e+00	1.055604e+00
RPL36AL_CCDS9689.1_ex0_14:50085708-50085731:-_5-5	7.654724e-01	6.182269e-01
NDUFV1_CCDS53669.1_ex2_11:67376023-67376046:+_5-2	1.460174e+00	2.167832e+00
SKA3_CCDS31946.1_ex5_13:21742276-21742299:+_5-1	9.341266e-01	9.300133e-01
VEZT_CCDS44954.1_ex1_12:95645823-95645846:-_5-1	6.594877e-02	5.866439e-02
C7orf26_CCDS5353.1_ex1_7:6631446-6631469:+_5-1	1.582950e+00	2.531751e+00
MCL1_CCDS956.1_ex1_1:150551891-150551914:-_5-5	4.442132e-01	2.389450e-01
ATP6V1D_CCDS9780.1_ex4_14:67814136-67814159:+_5-3	6.891184e-01	5.635029e-01
MCM10_CCDS7095.1_ex1_10:13213001-13213024:+_5-1	5.511436e-01	3.505967e-01
MCM10_CCDS7095.1_ex3_10:13214711-13214734:+_5-3	1.246033e+00	1.636426e+00
PAXBP1_CCDS13619.1_ex12_21:34132198-34132221:-_5-1	1.266699e+00	1.677753e+00
TAF5_CCDS7547.1_ex2_10:105138018-105138041:-_5-5	2.052777e+00	4.287270e+00
IFNL2_CCDS42567.1_ex1_19:39759472-39759495:-_5-3	2.294347e-01	8.538794e-02
ENO1_CCDS97.1_ex6_1:8927207-8927230:-_5-3	1.169978e+00	1.397596e+00
EXOSC1_CCDS7459.1_ex5_10:99203000-99203023:+_5-4	1.408764e+00	2.045878e+00
EMC7_CCDS10032.1_ex3_15:34388161-34388184:+_5-5	9.141829e-01	8.968828e-01
KTI12_CCDS562.1_ex0_1:52498910-52498933:-_5-1	5.630482e-01	3.697060e-01
PIK3C3_CCDS11920.1_ex2_18:39542521-39542544:-_5-1	1.426475e+00	2.101987e+00
PIK3C3_CCDS11920.1_ex9_18:39584454-39584477:-_5-5	1.237892e+00	1.582383e+00
XRN1_CCDS3123.1_ex29_3:142135986-142136009:-_5-4	1.095125e+00	1.235347e+00
MRPL24_CCDS1155.1_ex2_1:156707843-156707866:+_5-2	1.553169e+00	2.446163e+00
MRPL24_CCDS1155.1_ex3_1:156708158-156708181:-_5-4	9.838101e-01	9.916044e-01
C18orf21_CCDS11916.2_ex3_18:33557489-33557512:-_7-4	1.014954e+00	1.079662e+00
ADAR_CCDS1071.1_ex12_1:154570948-154570971:-_5-1	9.310914e-01	8.959351e-01
METAP2_CCDS9052.1_ex3_12:95879675-95879698:-_5-3	1.171805e+00	1.422476e+00
DLD_CCDS5749.1_ex6_7:107545894-107545917:+_5-4	6.391006e-01	4.678021e-01
EWSR1_CCDS13851.1_ex3_22:29669729-29669752:+_5-1	8.326003e-01	7.692223e-01
METTL14_CCDS34053.1_ex8_4:119625082-119625105:+_5-3	9.715472e-02	8.013953e-02
KDM2A_CCDS44657.1_ex12_11:67012702-67012725:-_5-3	9.826275e-01	1.027974e+00
EFR3A_CCDS34942.2_ex4_8:132962248-132962271:-_5-2	1.098589e+00	1.268659e+00
EFR3A_CCDS34942.2_ex9_8:132982782-132982805:+_5-5	2.156156e-01	1.110979e-01
AK4_CCDS629.1_ex0_1:65614193-65614216:-_5-1	1.332689e+00	1.823783e+00
RANBP2_CCDS2079.1_ex19_2:109379944-109379967:-_5-3	7.144847e-01	5.324853e-01
UQCRH_CCDS30704.1_ex2_1:46775829-46775852:-_5-1	7.608649e-01	6.182983e-01
DNAJB6_CCDS47755.1_ex4_7:157174951-157174974:+_5-5	4.202130e-01	2.122317e-01
ATP5C1_CCDS31142.1_ex2_10:7839051-7839074:-_5-1	-2.718423e-01	1.055948e-01
COQ4_CCDS6898.1_ex3_9:131088123-131088146:-_5-5	1.071714e+00	1.171834e+00
VPS16_CCDS13036.1_ex4_20:2841200-2841223:+_5-3	4.358427e-01	2.258000e-01
YPEL5_CCDS1771.1_ex1_2:30381511-30381534:+_5-3	8.826027e-01	8.086827e-01
NDUFA8_CCDS6835.1_ex2_9:124914593-124914616:-_5-4	7.780837e-01	6.546812e-01
GLRX5_CCDS9936.1_ex0_14:96001623-96001646:+_5-2	1.031946e+00	1.095315e+00
BAZ1B_CCDS5549.1_ex12_7:72891892-72891915:+_5-1	7.125451e-01	5.913202e-01
BAZ1B_CCDS5549.1_ex13_7:72903620-72903643:-_5-3	1.729328e+00	3.048939e+00
RPE_CCDS2388.1_ex0_2:210867489-210867512:-_9-1	1.065961e+00	1.189996e+00
RPE_CCDS2388.1_ex1_2:210874449-210874472:-_9-2	4.752443e-01	3.289320e-01
MLST8_CCDS10462.2_ex4_16:2257213-2257236:-_5-5	1.351132e+00	1.859309e+00
PDSS1_CCDS31168.1_ex5_10:27009228-27009251:+_5-5	1.034304e+00	1.150995e+00
RPAP3_CCDS53782.1_ex9_12:48081766-48081789:+_5-4	8.362504e-01	7.443863e-01
STRAP_CCDS8676.1_ex5_12:16048408-16048431:+_5-5	5.201292e-01	3.087574e-01
CCDC86_CCDS7993.1_ex0_11:60609703-60609726:+_5-1	4.389816e-01	2.462518e-01
PARS2_CCDS597.1_ex0_1:55224215-55224238:+_5-1	8.146598e-01	7.024318e-01
PSMD8_CCDS12515.2_ex0_19:38865411-38865434:+_5-3	-7.485197e-02	4.837160e-02
PSMD8_CCDS12515.2_ex2_19:38867041-38867064:-_5-5	5.471995e+00	3.009661e+01
ZNHIT6_CCDS53338.1_ex9_1:86173372-86173395:-_5-3	9.971283e-01	1.084720e+00
IREB2_CCDS10302.1_ex4_15:78758719-78758742:-_5-2	1.013734e+00	1.045879e+00
SLC7A5_CCDS10964.1_ex7_16:87874676-87874699:-_5-4	1.135660e+00	1.334129e+00
FAM25A_CCDS44451.1_ex1_10:88782102-88782125:+_3-2	1.086849e+00	1.290344e+00
NUMA1_CCDS31633.1_ex12_11:71726091-71726114:+_5-3	1.261230e+00	1.628374e+00
NUMA1_CCDS31633.1_ex12_11:71726282-71726305:-_5-4	8.323356e-01	7.630390e-01
GATS_CCDS43621.1_ex1_7:99821669-99821692:+_5-2	1.046059e+00	1.148010e+00
PPIE_CCDS442.1_ex7_1:40214673-40214696:+_5-5	4.715367e-01	2.478686e-01
TEFM_CCDS42291.1_ex1_17:29227475-29227498:-_5-2	1.158910e+00	1.389125e+00
PGS1_CCDS42391.1_ex3_17:76394401-76394424:+_5-3	1.439743e+00	2.114248e+00
TRAIP_CCDS2806.1_ex13_3:49885614-49885637:+_5-5	1.555270e-01	6.998782e-02
LCMT1_CCDS45445.1_ex2_16:25143717-25143740:-_5-3	8.499329e-01	7.911613e-01
MRPS9_CCDS2065.1_ex0_2:105654620-105654643:+_5-1	1.397211e+00	2.045981e+00
RIMBP3B_CCDS46668.1_ex0_22:21739401-21739424:+_5-3	1.082720e+00	1.210283e+00
MRPL50_CCDS6753.1_ex0_9:104153004-104153027:+_5-3	1.192799e+00	1.482000e+00
MRPL50_CCDS6753.1_ex0_9:104153042-104153065:+_5-4	1.153359e+00	1.386945e+00
ARF1_CCDS1565.1_ex0_1:228284913-228284936:-_5-1	1.037437e+00	1.142435e+00
CCDC23_CCDS474.1_ex1_1:43282127-43282150:-_4-4	-5.146207e-01	2.889607e-01
CTC1_CCDS42259.1_ex20_17:8141771-8141794:-_5-4	3.397897e-01	1.448774e-01
CEP55_CCDS7428.1_ex1_10:95262904-95262927:+_5-1	1.700776e+00	2.992240e+00
DHODH_CCDS42192.1_ex1_16:72046128-72046151:-_5-1	4.671267e-01	2.379993e-01
ZFYVE20_CCDS2623.1_ex6_3:15126280-15126303:+_5-2	1.894301e+00	3.646553e+00
C1QBP_CCDS11071.1_ex2_17:5336993-5337016:-_5-1	1.367696e+00	1.928403e+00
CDS2_CCDS13088.1_ex2_20:5155904-5155927:-_5-2	6.192102e-01	4.252057e-01
DDX11_CCDS41767.1_ex7_12:31242989-31243012:-_5-4	2.110735e+00	4.550187e+00
DDX11_CCDS41767.1_ex9_12:31245804-31245827:+_5-5	1.048081e+00	1.186431e+00
MRPS28_CCDS6226.1_ex2_8:80942334-80942357:-_5-4	1.754045e+00	3.168632e+00
NELFE_CCDS4730.1_ex4_6:31922566-31922589:+_5-2	5.747411e-01	3.904461e-01
NELFE_CCDS4730.1_ex4_6:31922624-31922647:-_5-3	2.722688e-01	1.568363e-01
LIG3_CCDS11284.2_ex2_17:33316587-33316610:+_5-2	1.044119e+00	1.138142e+00
LIG3_CCDS11284.2_ex6_17:33319656-33319679:+_5-5	1.113134e+00	1.298306e+00
MRPS7_CCDS11718.1_ex1_17:73258616-73258639:+_5-1	9.226749e-01	8.972526e-01
MED8_CCDS486.2_ex3_1:43852283-43852306:+_5-3	-1.196915e+00	1.486231e+00
RPUSD4_CCDS53721.1_ex5_11:126080846-126080869:-_5-3	1.004284e+00	1.032061e+00
NDUFS8_CCDS8176.1_ex3_11:67800621-67800644:+_5-2	4.159296e-01	2.334934e-01
ZNHIT1_CCDS5716.1_ex3_7:100866950-100866973:+_5-5	1.335732e+00	1.815908e+00
ACSL4_CCDS14548.1_ex11_X:108924515-108924538:+_5-4	3.353531e-01	1.546367e-01
ACSL4_CCDS14548.1_ex9_X:108921497-108921520:+_5-1	1.115748e+00	1.278195e+00
METTL1_CCDS8955.3_ex4_12:58164977-58165000:+_5-4	1.574401e+00	2.585753e+00
CD3EAP_CCDS12661.1_ex2_19:45911414-45911437:+_5-2	8.031682e-01	6.843656e-01
CD3EAP_CCDS12661.1_ex2_19:45911459-45911482:-_5-3	2.029165e+00	4.189855e+00
CD3EAP_CCDS12661.1_ex2_19:45911511-45911534:+_5-4	-2.489855e-01	1.001402e-01
CERS2_CCDS973.1_ex6_1:150940312-150940335:+_5-2	1.131712e+00	1.324165e+00
NOMO2_CCDS10570.1_ex30_16:18573220-18573243:-_5-5	1.428631e+00	2.089510e+00
C11orf83_CCDS41658.1_ex0_11:62439286-62439309:+_5-1	1.242681e+00	1.585354e+00
POU5F1_CCDS34391.1_ex4_6:31137978-31138001:+_7-7	-5.368831e-01	3.148998e-01
IMMT_CCDS46355.1_ex12_2:86406635-86406658:+_5-4	6.897779e-01	5.715458e-01
NCF1_CCDS34657.1_ex2_7:74193447-74193470:-_5-1	1.275072e+00	1.696062e+00
RAB6A_CCDS58155.1_ex4_11:73429858-73429881:+_13-7	2.646707e-01	1.314558e-01
RAB6A_CCDS8224.1_ex4_11:73429681-73429704:-_13-5	2.451043e-02	3.589855e-02
PLEKHM1_CCDS32671.1_ex9_17:43555446-43555469:-_5-5	1.176625e+00	1.441720e+00
DSN1_CCDS13286.1_ex3_20:35386511-35386534:-_5-1	2.090293e+00	4.443845e+00
DSN1_CCDS13286.1_ex3_20:35386539-35386562:-_5-2	8.960288e-01	9.443500e-01
DSN1_CCDS13286.1_ex5_20:35390906-35390929:-_5-4	-1.076670e+00	1.195854e+00
RPL26L1_CCDS4382.1_ex0_5:172386962-172386985:+_5-1	1.315191e+00	1.776756e+00
RPL26L1_CCDS4382.1_ex1_5:172395562-172395585:+_5-5	-6.553279e-01	4.526437e-01
COA6_CCDS31059.1_ex1_1:234509972-234509995:+_6-2	-2.642383e-01	9.957782e-02
IGF1R_CCDS10378.1_ex7_15:99456407-99456430:+_5-5	1.364540e+00	1.909251e+00
CHCHD2_CCDS5526.1_ex2_7:56171960-56171983:+_5-2	1.051368e+00	1.178572e+00
CHCHD2_CCDS5526.1_ex2_7:56171989-56172012:-_5-4	-7.078042e-02	5.665884e-02
TBCC_CCDS4872.1_ex0_6:42713601-42713624:+_5-5	-5.783175e-01	3.660091e-01
ZNF217_CCDS13443.1_ex3_20:52198282-52198305:+_5-1	1.419195e+00	2.039807e+00
LCE1B_CCDS1027.1_ex0_1:152785022-152785045:-_3-2	1.663908e+00	2.875811e+00
MTG2_CCDS13492.1_ex2_20:60772981-60773004:+_5-4	8.739317e-01	7.838495e-01
TTC19_CCDS11174.2_ex7_17:15928352-15928375:-_5-5	2.121979e+00	4.594768e+00
BRD8_CCDS34241.1_ex14_5:137504955-137504978:+_5-2	1.785010e+00	3.267978e+00
SETD8_CCDS9247.1_ex2_12:123875189-123875212:-_5-2	3.921187e-01	2.148837e-01
VPS53_CCDS10995.1_ex16_17:613769-613792:+_5-4	1.131589e+00	1.315684e+00
ECSIT_CCDS12262.1_ex3_19:11618793-11618816:+_12-5	7.747876e-01	6.220407e-01
ECSIT_CCDS12262.1_ex5_19:11624819-11624842:-_12-10	1.252107e+00	1.613520e+00
COX7B_CCDS14437.1_ex1_X:77158176-77158199:-_4-1	1.187027e+00	1.504819e+00
ANKRD36_CCDS54379.1_ex12_2:97817654-97817677:+_5-2	2.409121e-01	1.995851e-01
ANKRD36_CCDS54379.1_ex19_2:97830184-97830207:+_5-5	2.275313e+00	5.352750e+00
ARPC2_CCDS2410.1_ex3_2:219099098-219099121:+_5-3	1.420560e+00	2.136125e+00
ATP5J2-PTCD1_CCDS56496.1_ex4_7:99027228-99027251:+_5-1	1.410140e+00	2.007556e+00
TARS2_CCDS60251.1_ex4_1:150463932-150463955:+_5-4	4.059023e-01	1.982343e-01
NSMCE1_CCDS10628.2_ex4_16:27245510-27245533:-_5-3	8.818643e-02	9.309626e-02
EIF3L_CCDS13960.1_ex3_22:38251598-38251621:+_5-2	5.725803e-01	3.642328e-01
EIF3L_CCDS13960.1_ex8_22:38270461-38270484:-_5-5	1.474199e+00	2.236371e+00
VTI1B_CCDS9786.1_ex3_14:68126530-68126553:-_5-3	5.656725e-01	3.685116e-01
VTI1B_CCDS9786.1_ex3_14:68126558-68126581:-_5-4	9.290041e-01	9.424425e-01
STRIP1_CCDS30798.1_ex7_1:110584358-110584381:-_5-3	1.294468e+00	1.717869e+00
PRCC_CCDS1157.1_ex0_1:156737985-156738008:+_5-2	1.307853e+00	1.870938e+00
PRCC_CCDS1157.1_ex2_1:156756504-156756527:-_5-5	1.036814e+00	1.145639e+00
ARHGAP11A_CCDS10028.1_ex7_15:32921864-32921887:+_5-4	3.484590e-01	2.498532e-01
TFAM_CCDS59217.1_ex2_10:60147982-60148005:-_6-4	1.679615e+00	2.869213e+00
TDGF1_CCDS2742.1_ex3_3:46621267-46621290:-_5-5	1.227861e+00	1.579604e+00
MRPS17_CCDS5520.1_ex1_7:56022638-56022661:-_5-3	1.335233e+00	1.848026e+00
MRPL14_CCDS34460.1_ex0_6:44081702-44081725:+_5-1	1.436700e-01	7.089713e-02
HSP90B1_CCDS9094.1_ex9_12:104335417-104335440:-_5-4	-7.278203e-02	1.288402e-01
SETD2_CCDS2749.2_ex18_3:47164817-47164840:-_5-4	5.356808e-01	3.167724e-01
COQ10B_CCDS2319.1_ex1_2:198324666-198324689:-_5-2	1.360307e+00	1.902230e+00
CCDC107_CCDS56573.1_ex1_9:35658593-35658616:+_5-1	1.073923e+00	1.225031e+00
ZNF559_CCDS12211.1_ex3_19:9452814-9452837:+_12-10	-2.261895e-01	1.887551e-01
UBE2NL_CCDS35420.1_ex0_X:142967497-142967520:-_5-5	-5.669844e-01	3.668080e-01
MRPS27_CCDS4013.1_ex3_5:71524096-71524119:+_5-1	1.538100e+00	2.462614e+00
C17orf70_CCDS32765.2_ex6_17:79518121-79518144:+_5-3	1.028978e+00	1.169219e+00
C17orf70_CCDS32765.2_ex8_17:79519221-79519244:+_5-5	1.895156e+00	3.662283e+00
DHX30_CCDS2759.1_ex4_3:47882539-47882562:-_5-3	5.473564e-01	3.506622e-01
IPO7_CCDS31425.1_ex3_11:9431509-9431532:+_5-2	6.712325e-01	4.977947e-01
IPO7_CCDS31425.1_ex9_11:9445394-9445417:-_5-5	7.626635e-02	1.507778e-01
CCDC130_CCDS12296.1_ex6_19:13869974-13869997:+_5-4	6.879522e-01	5.226898e-01
DDX28_CCDS10858.1_ex0_16:68056793-68056816:-_5-4	9.326792e-01	8.919964e-01
VPS35_CCDS10721.1_ex12_16:46714744-46714767:-_5-5	-9.230381e-01	9.167281e-01
VPS35_CCDS10721.1_ex7_16:46708277-46708300:+_5-1	2.014835e+00	4.202875e+00
PPP1R14B_CCDS31596.1_ex3_11:64013955-64013978:-_5-3	1.006593e+00	1.073020e+00
NOLC1_CCDS65925.1_ex0_10:103912260-103912283:+_5-1	1.253004e+00	1.638819e+00
NOLC1_CCDS65925.1_ex1_10:103916800-103916823:-_5-2	2.999150e-01	2.370082e-01
RNASEK_CCDS45594.2_ex0_17:6915994-6916017:-_5-2	6.811612e-01	5.593557e-01
SARNP_CCDS8892.1_ex9_12:56197411-56197434:-_5-4	9.698936e-01	1.026667e+00
SARNP_CCDS8892.1_ex9_12:56197462-56197485:-_5-5	8.174813e-01	7.308321e-01
FAM60A_CCDS8723.1_ex2_12:31446846-31446869:+_5-3	1.146075e+00	1.358186e+00
FAM60A_CCDS8723.1_ex4_12:31451002-31451025:+_5-5	1.312886e+00	1.787723e+00
LENG1_CCDS12881.1_ex1_19:54660699-54660722:+_5-2	1.694771e+00	2.911000e+00
LENG1_CCDS12881.1_ex2_19:54662039-54662062:-_5-4	2.308063e-01	1.290255e-01
MRPS2_CCDS6990.1_ex1_9:138392905-138392928:-_5-1	7.702102e-01	6.171930e-01
MRPS2_CCDS6990.1_ex3_9:138395484-138395507:+_5-4	1.571370e+00	2.516857e+00
FAM91A1_CCDS6346.2_ex8_8:124796726-124796749:+_5-2	-1.584208e-01	1.037739e-01
TRMT10C_CCDS43122.1_ex0_3:101283861-101283884:+_5-3	2.238494e-01	1.644686e-01
MRPL32_CCDS5468.1_ex1_7:42974591-42974614:+_5-2	1.013787e+00	1.071988e+00
MRPL32_CCDS5468.1_ex1_7:42974628-42974651:-_5-4	8.625494e-01	8.095074e-01
IPO9_CCDS1415.1_ex3_1:201817532-201817555:+_5-1	9.223470e-01	9.466553e-01
HS6ST1_CCDS42748.1_ex1_2:129075797-129075820:-_5-3	6.234941e-01	4.318485e-01
HS6ST1_CCDS42748.1_ex1_2:129075932-129075955:+_5-5	1.993928e+00	4.060712e+00
PPP2R3C_CCDS9654.1_ex7_14:35576526-35576549:-_5-3	1.602217e+00	2.633150e+00
SDHAF2_CCDS8007.1_ex1_11:61205202-61205225:+_5-2	3.585938e-01	1.701718e-01
TUBB4B_CCDS7039.1_ex2_9:140136378-140136401:+_5-2	1.097380e+00	1.251995e+00
THAP5_CCDS34734.2_ex0_7:108205392-108205415:+_5-4	7.504635e-01	7.246228e-01
HMGN4_CCDS4615.1_ex0_6:26545531-26545554:+_4-1	1.855160e+00	3.555330e+00
WARS2_CCDS30817.1_ex4_1:119619160-119619183:+_5-4	-3.281784e-01	1.417391e-01
SLC3A2_CCDS31588.1_ex3_11:62648812-62648835:+_5-4	1.201632e+00	1.494206e+00
GRB2_CCDS11721.1_ex3_17:73328819-73328842:-_5-4	1.023080e+00	1.154761e+00
UBE2J2_CCDS14.1_ex2_1:1192379-1192402:-_5-1	9.324491e-01	9.202819e-01
CCDC174_CCDS2620.2_ex4_3:14703199-14703222:-_5-3	2.046304e+00	4.299026e+00
